feature,importance,feature_type
family:Labridae,0.0,taxonomic
species:Sphyraena obtusata,0.0,taxonomic
species:Acanthurus dussumieri,0.0,taxonomic
order:Scombriformes,0.0,taxonomic
species:Vinciguerria attenuata,0.0,taxonomic
genus:Thalassoma,0.0,taxonomic
genus:Stomias,0.0,taxonomic
species:Stegastes lacrymatus,0.0,taxonomic
genus:Siganus,0.0,taxonomic
genus:Plesiops,0.0,taxonomic
species:Scarus psittacus,0.0,taxonomic
genus:Psenes,0.0,taxonomic
species:Scarus rivulatus,0.0,taxonomic
species:Cyclothone obscura,0.0,taxonomic
species:Asterropteryx semipunctata,0.0,taxonomic
species:Salarias fasciatus,0.0,taxonomic
genus:Caulophryne,0.0,taxonomic
genus:Bathytoshia,0.0,taxonomic
species:Lepidocybium flavobrunneum,0.0,taxonomic
species:Lethrinus miniatus,0.0,taxonomic
species:Halichoeres nebulosus,0.0,taxonomic
species:Glyptoparus delicatulus,0.0,taxonomic
genus:Ctenogobiops,0.0,taxonomic
species:Melanostomias biseriatus,0.0,taxonomic
species:Melanostomias valdiviae,0.0,taxonomic
species:Myctophum lychnobium,0.0,taxonomic
genus:Astronesthes,0.0,taxonomic
species:Echiostoma barbatum,0.0,taxonomic
family:Tetraodontidae,0.0,taxonomic
species:Dysalotus sp.,0.0,taxonomic
species:Ostorhinchus rueppellii,0.0,taxonomic
species:Ostorhinchus schlegeli,0.0,taxonomic
species:Parablennius sp.,0.0,taxonomic
species:Parexocoetus mento,0.0,taxonomic
species:Diaphus regani,0.0,taxonomic
genus:Dasyscopelus,0.0,taxonomic
genus:Decapterus,0.0,taxonomic
species:Cyclothone pallida,0.0,taxonomic
species:Cubiceps paradoxus,0.0,taxonomic
genus:Gigantactis,0.0,taxonomic
species:Coris aygula,0.0,taxonomic
species:Caranx ignobilis,0.0,taxonomic
species:Brama brama,0.0,taxonomic
genus:Hemigymnus,0.0,taxonomic
genus:Hypoatherina,0.0,taxonomic
class:Teleostei,0.0,taxonomic
